SQ_CANDIDATO;SG_UF;estrato_final;cluster_final_codigo;perfil_patrimonial_final
10001723805;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001723807;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001723808;AC;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
10001724919;AC;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
10001724920;AC;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
10001731864;AC;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001605787;AL;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
20001610327;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001610328;AL;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
20001610330;AL;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
20001610331;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001610332;AL;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
20001610333;AL;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
20001610334;AL;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
20001610335;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001610337;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001610339;AL;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
20001611211;AL;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
20001611212;AL;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
20001611213;AL;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
20001611721;AL;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
20001611722;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001611724;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001611725;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001611726;AL;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
20001612338;AL;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
20001612339;AL;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
20001612340;AL;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
20001612341;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001612343;AL;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
20001612344;AL;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
20001612345;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001612346;AL;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
20001612347;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001612348;AL;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
20001612349;AL;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
20001612351;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001612352;AL;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
20001612353;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001612354;AL;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
20001612355;AL;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
20001612356;AL;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
20001612358;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001612361;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001612363;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001612366;AL;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
20001612367;AL;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
20001612368;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001612369;AL;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
20001612373;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001612375;AL;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
20001612376;AL;Ultra-alto patrimônio;ultra_k7_c4;Ultra alto patrimônio - imobiliário concentrado
20001612377;AL;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
20001612378;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001612381;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001612383;AL;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
20001612384;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001612386;AL;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
20001612387;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001612388;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001612389;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001614175;AL;Ultra-alto patrimônio;ultra_k7_c3;Ultra alto patrimônio - créditos direitos misto
20001614177;AL;Ultra-alto patrimônio;ultra_k7_c1;Ultra alto patrimônio - rural agropecuário imobiliário
20001614178;AL;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
20001614180;AL;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
20001614181;AL;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
20001614182;AL;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
20001614183;AL;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
20001614184;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001620158;AL;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
20001620159;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001620160;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001620162;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001620163;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001620164;AL;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
20001620169;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001620170;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001620172;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001620173;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001620174;AL;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
20001620175;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001620176;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001621222;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001621793;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001621799;AL;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
20001621801;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001621805;AL;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
20001621807;AL;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
20001636045;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001636046;AL;Alto patrimônio;alto_k9_c4;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais concentrado
20001636052;AL;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
20001636053;AL;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
20001636054;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001636055;AL;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
20001636056;AL;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
20001636057;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001636060;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001636061;AL;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
20001636062;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001636064;AL;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
20001638566;AL;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
20001638572;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001638575;AL;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
20001638581;AL;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
20001651898;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001651899;AL;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
20001652055;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001652056;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001652061;AL;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
20001652065;AL;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
20001652069;AL;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
20001652070;AL;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
20001652072;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001652073;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001652075;AL;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
20001652076;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001652078;AL;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
20001652079;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001652298;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001652300;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001652301;AL;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
20001652302;AL;Ultra-alto patrimônio;ultra_k7_c0;Ultra alto patrimônio - imobiliário financeiro com rural agropecuário
20001652303;AL;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
20001652305;AL;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
20001652307;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001652449;AL;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
20001652450;AL;Ultra-alto patrimônio;ultra_k7_c6;Ultra alto patrimônio - imobiliário misto
20001652451;AL;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
20001652453;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001652455;AL;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
20001652457;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001652523;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001652524;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001652525;AL;Alto patrimônio;alto_k9_c4;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais concentrado
20001652526;AL;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
20001652527;AL;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
20001652528;AL;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
20001652531;AL;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
20001652532;AL;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
20001652533;AL;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
20001652534;AL;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
20001652535;AL;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
20001652748;AL;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
20001652750;AL;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
